naics_code_2017,naics_title_2017,establishments_2022,employment_2022,annual_payroll_usd_2022,average_annual_pay_usd_2022
531190,Lessors of other real estate property,8649,35800,2090054000,58381.39664804469
531210,Offices of real estate agents and brokers,165585,416530,34262728000,82257.52766907545
531311,Residential property managers,57435,507375,29428808000,58002.08524267061
531312,Nonresidential property managers,18260,163972,14548100000,88723.07467128534
531320,Offices of real estate appraisers,13373,37676,2534741000,67277.3383586368
531390,Other activities related to real estate,21881,75174,7726709000,102784.3270279618
532111,Passenger car rental,9597,78075,3945557000,50535.472302273454
532112,Passenger car leasing,490,8836,944806000,106926.88999547306
532120,"Truck, utility trailer, and RV (recreational vehicle) rental and leasing",6309,79284,4651612000,58670.24872609858
532210,Consumer electronics and appliances rental,4906,23096,1096152000,47460.685833044685
532281,Formal wear and costume rental,732,3970,144945000,36510.07556675063
532282,Video tape and disc rental,444,3409,154665000,45369.60985626283
532283,Home health equipment rental,1891,24838,1431862000,57648.0392946292
532284,Recreational goods rental,2924,15381,724549000,47106.75508744555
532289,All other consumer goods rental,4908,39874,2006678000,50325.47524702814
532310,General rental centers,2775,19137,1023215000,53467.889428855095
532411,"Commercial air, rail, and water transportation equipment rental and leasing",642,4728,757966000,160314.29780033842
532412,"Construction, mining, and forestry machinery and equipment rental and leasing",5079,66623,5798832000,87039.49086651758
532420,Office machinery and equipment rental and leasing,687,7188,681804000,94853.08848080134
532490,Other commercial and industrial machinery and equipment rental and leasing,9599,117702,8541467000,72568.57997315253
533110,Lessors of nonfinancial intangible assets (except copyrighted works),2729,39529,5339258000,135071.92188013863
541110,Offices of lawyers,166972,1078148,130681886000,121209.59831117805
541191,Title abstract and settlement offices,9762,74320,5232100000,70399.62325080732
541199,All other legal services,5207,31125,2160832000,69424.32128514056
541211,Offices of certified public accountants,55642,572944,56088368000,97895.02639001368
541213,Tax preparation services,28386,131615,3234520000,24575.61828059112
541214,Payroll services,5480,278652,20096599000,72120.77788783141
541219,Other accounting services,46452,247793,13673541000,55181.304556625895
541310,Architectural services,22619,182082,17507832000,96153.55718851945
541320,Landscape architectural services,5215,28025,2092145000,74652.8099910794
541330,Engineering services,62590,1199635,126920409000,105799.18808637628
541340,Drafting services,2985,9178,614730000,66978.64458487688
541350,Building inspection services,7768,27326,1511294000,55306.08211959306
541360,Geophysical surveying and mapping services,1019,7249,710405000,98000.41385018623
541370,Surveying and mapping (except geophysical) services,7372,54801,3774939000,68884.49115892046
541380,Testing laboratories,7488,154715,11438366000,73931.84888343082
541410,Interior design services,16333,53565,3478984000,64948.8285260898
541420,Industrial design services,1631,12446,1331663000,106995.25952113129
541430,Graphic design services,15932,51426,3390281000,65925.4268268969
541490,Other specialized design services,3407,11914,862065000,72357.31072687595
541511,Custom computer programming services,68038,1044544,132731403000,127071.14587800992
541512,Computer systems design services,58312,815846,98204354000,120371.19015108244
541513,Computer facilities management services,6872,115566,11234525000,97213.06439610267
541519,Other computer related services,11989,150617,19537928000,129719.27471666544
541611,Administrative management and general management consulting services,97678,788736,97024854000,123013.09183300876
541612,Human resources consulting services,8958,152858,13206134000,86394.78470214186
541613,Marketing consulting services,50025,281865,23160948000,82170.35815017828
541614,"Process, physical distribution, and logistics consulting services",8676,98679,7225308000,73220.32043291886
541618,Other management consulting services,13022,45828,5187523000,113195.49183905036
541620,Environmental consulting services,10109,96172,7833074000,81448.59210581043
541690,Other scientific and technical consulting services,27214,160934,15991346000,99365.8642673394
541713,Research and development in nanotechnology,2269,177936,26245313000,147498.61186044422
541714,Research and development in biotechnology (except nanobiotechnology),5329,153771,29841397000,194063.88070572473
541715,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",12474,571232,82440647000,144320.77859783766
541720,Research and development in the social sciences and humanities,2108,47944,4032573000,84110.0659102286
541810,Advertising agencies,14962,195282,20528652000,105123.1142655237
541820,Public relations agencies,8635,62370,7406824000,118756.19688953023
541830,Media buying agencies,809,20715,2307026000,111369.82862659909
541840,Media representatives,1291,17960,2474139000,137758.29621380847
541850,Outdoor advertising,2549,21452,1661364000,77445.64609360433
541860,Direct mail advertising,1867,35765,2456200000,68676.07996644765
541870,Advertising material distribution services,1283,11124,984336000,88487.59439050702
541890,Other services related to advertising,7298,102543,4356644000,42486.02049871761
541910,Marketing research and public opinion polling,4522,83902,8936223000,106507.86632023075
541921,"Photography studios, portrait",11115,36521,1241052000,33981.87344267681
541922,Commercial photography,4934,12556,663086000,52810.28990124243
541930,Translation and interpretation services,2802,37750,1820616000,48228.23841059603
541940,Veterinary services,34000,468624,22726283000,48495.77273037659
541990,"All other professional, scientific, and technical services",22903,136053,11583557000,85140.03366335179
551111,Offices of bank holding companies,635,7655,984859000,128655.64990202482
551112,Offices of other holding companies,6738,95001,11503188000,121084.91489563268
551114,"Corporate, subsidiary, and regional managing offices",43845,3559321,452013314000,126994.25367928321
561110,Office administrative services,37269,564521,47029428000,83308.55362333731
561210,Facilities support services,8974,251947,13478303000,53496.58063005315
561311,Employment placement agencies,7030,271104,13419408000,49499.11473087819
561312,Executive search services,6242,47905,6537699000,136472.16365723827
561320,Temporary help services,39366,3928974,177046028000,45061.644083162675
561330,Professional employer organizations,4161,3713938,286755464000,77210.62225594504
561410,Document preparation services,4925,43927,1644781000,37443.50854827327
561421,Telephone answering services,1086,50782,1795259000,35352.27048954354
561422,Telemarketing bureaus and other contact centers,3370,385860,13729569000,35581.73689939356
561431,Private mail centers,5604,28218,828491000,29360.37281168049
561439,Other business service centers (including copy shops),4946,45238,2159965000,47746.69525620054
561440,Collection agencies,3092,106184,5357812000,50457.80908611467
561450,Credit bureaus,456,29131,5417663000,185975.86763241907
561491,Repossession services,655,6663,321209000,48207.864325378956
561492,Court reporting and stenotype services,3181,12881,808725000,62784.33351447869
561499,All other business support services,3706,54945,4523294000,82324.03312403313
561510,Travel agencies,9382,77632,7151040000,92114.59192085738
561520,Tour operators,2533,23663,1459476000,61677.5556776402
561591,Convention and visitors bureaus,938,8001,580059000,72498.31271091114
561599,All other travel arrangement and reservation services,2775,60449,6768460000,111969.75963208656
561611,Investigation services,4085,43409,2476634000,57053.46817480246
561612,Security guards and patrol services,10659,764680,23438885000,30651.887063869854
561613,Armored car services,766,26285,1316310000,50078.37169488301
561621,Security systems services (except locksmiths),7042,125873,8479439000,67365.03459836502
561622,Locksmiths,3991,16320,788608000,48321.56862745098
561710,Exterminating and pest control services,16080,139917,7039610000,50312.75684870316
561720,Janitorial services,67295,1067762,30776401000,28823.27803386897
561730,Landscaping services,117109,774028,38522453000,49768.810689019
561740,Carpet and upholstery cleaning services,6902,37632,1517109000,40314.333545918365
561790,Other services to buildings and dwellings,17574,87422,4070348000,46559.767564228685
561910,Packaging and labeling services,1853,49620,2622961000,52860.963321241434
561920,Convention and trade show organizers,6147,78811,4033345000,51177.43715978734
561990,All other support services,12668,176554,9628341000,54534.82220736998
562111,Solid waste collection,10761,228376,15461157000,67700.44575612148
562112,Hazardous waste collection,482,9273,681694000,73513.85743556562
562119,Other waste collection,1458,11360,675509000,59463.82042253521
562211,Hazardous waste treatment and disposal,928,29927,2460431000,82214.42175961507
562212,Solid waste landfill,1592,25635,1668805000,65098.69319290033
562213,Solid waste combustors and incinerators,73,2211,258423000,116880.59701492537
562219,Other nonhazardous waste treatment and disposal,621,4989,333388000,66824.6141511325
562910,Remediation services,5852,92113,6713014000,72878.03024545938
562920,Materials recovery facilities,1434,24734,1475985000,59674.33492358697
562991,Septic tank and related services,3997,31989,1850700000,57854.26240270093
562998,All other miscellaneous waste management services,1421,17826,1175593000,65948.22169864243
611110,Elementary and secondary schools,22378,1114583,51561410000,46260.71813404655
611210,Junior colleges,695,49155,2083767000,42391.76075678975
611310,"Colleges, universities, and professional schools",4106,1785965,94612373000,52975.4911210466
611410,Business and secretarial schools,110,1218,54370000,44638.752052545155
611420,Computer training,1629,22694,1721130000,75840.75085925795
611430,Professional and management development training,7909,58123,4812896000,82805.3610446811
611511,Cosmetology and barber schools,1709,18152,663190000,36535.368003525786
611512,Flight training,1145,19956,1371709000,68736.67067548606
611513,Apprenticeship training,1492,14510,726187000,50047.3466574776
611519,Other technical and trade schools,4682,58128,2983635000,51328.705615194056
611610,Fine arts schools,15991,119606,2323136000,19423.239636807517
611620,Sports and recreation instruction,19658,159381,3791265000,23787.433884841983
611630,Language schools,1584,17958,717499000,39954.28221405502
611691,Exam preparation and tutoring,10285,109224,3062081000,28034.87328792207
611692,Automobile driving schools,2585,15648,439013000,28055.53425357873
611699,All other miscellaneous schools and instruction,7459,51840,1738865000,33542.920524691355
611710,Educational support services,11389,127699,7765485000,60810.85208184872
621111,Offices of physicians (except mental health specialists),197739,2582111,263986588000,102236.73110877108
621112,"Offices of physicians, mental health specialists",13017,61476,4524695000,73600.9987637452
621210,Offices of dentists,136140,1031957,59579310000,57734.29513051416
621310,Offices of chiropractors,40179,149574,5847513000,39094.44823298167
621320,Offices of optometrists,22781,148762,6922408000,46533.44268025437
621330,Offices of mental health practitioners (except physicians),40885,218860,9479843000,43314.64406469889
621340,"Offices of physical, occupational and speech therapists, and audiologists",50883,464527,21868981000,47077.95456453554
621391,Offices of podiatrists,7562,36787,1965166000,53420.121238480984
621399,Offices of all other miscellaneous health practitioners,33658,125565,6837099000,54450.674949229484
621410,Family planning centers,2673,29494,1888528000,64030.921543364755
621420,Outpatient mental health and substance abuse centers,15901,307864,15698185000,50990.648468154766
621491,HMO medical centers,1596,153668,19838887000,129102.26592393992
621492,Kidney dialysis centers,8449,136099,7680353000,56432.104570937336
621493,Freestanding ambulatory surgical and emergency centers,10193,194620,12057584000,61954.49594080773
621498,All other outpatient care centers,20990,480567,35443704000,73753.92817234642
621511,Medical laboratories,12906,238815,16940392000,70935.20926239976
621512,Diagnostic imaging centers,6904,101804,7251983000,71234.75501944913
621610,Home health care services,39117,1567910,56107073000,35784.62603083085
621910,Ambulance services,5644,178532,8682617000,48633.39345327448
621991,Blood and organ banks,2042,86981,4744075000,54541.509065198145
621999,All other miscellaneous ambulatory health care services,9029,105606,7174388000,67935.42033596575
622110,General medical and surgical hospitals,6048,5647644,433471015000,76752.53875775456
622210,Psychiatric and substance abuse hospitals,804,245003,15679390000,63996.72657069505
622310,Specialty (except psychiatric and substance abuse) hospitals,861,259842,20019060000,77043.20317731544
623110,Nursing care facilities (skilled nursing facilities),17977,1384492,59051860000,42652.366355312995
623210,Residential intellectual and developmental disability facilities,35807,530422,19769288000,37270.86734713115
623220,Residential mental health and substance abuse facilities,8667,217447,9822744000,45173.04906482959
623311,Continuing care retirement communities,5506,443081,16422581000,37064.51190640086
623312,Assisted living facilities for the elderly,21352,496802,16393135000,32997.320864247726
623990,Other residential care facilities,5828,123478,5037967000,40800.52317011938
624110,Child and youth services,14284,221259,9113099000,41187.472599984634
624120,Services for the elderly and persons with disabilities,41626,1333760,36355146000,27257.637056142034
624190,Other individual and family services,36173,447961,19070002000,42570.67467926895
624210,Community food services,5187,55482,2161949000,38966.6738762121
624221,Temporary shelters,4694,85617,3430732000,40070.68689629396
624229,Other community housing services,4816,60309,3011006000,49926.312822298496
624230,Emergency and other relief services,1305,32796,1878089000,57265.79460909867
624310,Vocational rehabilitation services,7075,218151,6734051000,30868.760629105527
624410,Child day care services,80120,966107,27549706000,28516.205761887657
711110,Theater companies and dinner theaters,3503,63427,2511626000,39598.68825579012
711120,Dance companies,849,11262,377624000,33530.81157876043
711130,Musical groups and artists,5477,38126,2203706000,57800.60850862928
711190,Other performing arts companies,431,4507,240473000,53355.447082316394
711211,Sports teams and clubs,1372,79231,26785312000,338066.060001767
711212,Racetracks,562,31870,1408888000,44207.342328208346
711219,Other spectator sports,3100,16302,1160342000,71177.89228315544
711310,"Promoters of performing arts, sports, and similar events with facilities",4178,137839,4909228000,35615.667554175525
711320,"Promoters of performing arts, sports, and similar events without facilities",4942,36082,2230244000,61810.43179424644
711410,"Agents and managers for artists, athletes, entertainers, and other public figures",4878,24548,3899027000,158832.7766009451
711510,"Independent artists, writers, and performers",38064,61989,11490065000,185356.51486554067
712110,Museums,5442,84931,3850927000,45341.83042705255
712120,Historical sites,1122,10904,431893000,39608.675715333826
712130,Zoos and botanical gardens,833,39004,1692271000,43387.11414213927
712190,Nature parks and other similar institutions,745,8178,367627000,44953.16703350453
713110,Amusement and theme parks,687,166135,5059320000,30453.065278237576
713120,Amusement arcades,3392,61452,1489126000,24232.343943240252
713210,Casinos (except casino hotels),342,75989,3627453000,47736.55397491742
713290,Other gambling industries,3069,54593,2799300000,51275.804590332096
713910,Golf courses and country clubs,10076,304991,12005249000,39362.6336514848
713920,Skiing facilities,350,68247,1232032000,18052.544434187585
713930,Marinas,3766,31032,1473536000,47484.40319670018
713940,Fitness and recreational sports centers,40786,649964,12090908000,18602.427211353242
713950,Bowling centers,3305,66313,1386625000,20910.304163587833
713990,All other amusement and recreation industries,21689,191441,5313206000,27753.75180865123
721110,Hotels (except casino hotels) and motels,56920,1366502,48927113000,35804.64060791715
721120,Casino hotels,500,348043,16312078000,46867.99619587235
721191,Bed-and-breakfast inns,2464,12141,352477000,29031.95782884441
721199,All other traveler accommodation,1897,8623,315951000,36640.49634697901
721211,RV (recreational vehicle) parks and campgrounds,4972,25707,942131000,36648.8116077333
721214,Recreational and vacation camps (except campgrounds),2997,23284,1212787000,52086.71190517093
721310,Rooming and boarding houses,1637,9450,341688000,36157.46031746032
722310,Food service contractors,29463,557000,15920859000,28583.229802513466
722320,Caterers,13046,136136,4266783000,31342.06234941529
722330,Mobile food services,11611,37137,1027099000,27657.026684977245
722410,Drinking places (alcoholic beverages),40258,401424,9961111000,24814.43810036271
722511,Full-service restaurants,257282,5208895,140091983000,26894.76040503792
722513,Limited-service restaurants,265179,4711773,94016566000,19953.543177907763
722514,"Cafeterias, grill buffets, and buffets",4774,70975,1532685000,21594.716449454034
722515,Snack and nonalcoholic beverage bars,78856,876388,17869091000,20389.47475319151
811111,General automotive repair,84101,385539,19210879000,49828.62693527762
811112,Automotive exhaust system repair,1407,4709,210900000,44786.578891484394
811113,Automotive transmission repair,3675,15075,724176000,48038.20895522388
811118,Other automotive mechanical and electrical repair and maintenance,3755,14467,706188000,48813.7139697242
811121,"Automotive body, paint, and interior repair and maintenance",34665,239251,13632771000,56981.04083159527
811122,Automotive glass replacement shops,7033,37132,1747634000,47065.44220618335
811191,Automotive oil change and lubrication shops,8694,73700,2334474000,31675.35956580733
811192,Car washes,19463,166368,4631256000,27837.42065781881
811198,All other automotive repair and maintenance,5091,22672,1006084000,44375.61750176429
811211,Consumer electronics repair and maintenance,1635,15380,656478000,42683.875162548764
811212,Computer and office machine repair and maintenance,4675,30676,1697116000,55323.90142130656
811213,Communication equipment repair and maintenance,1954,22791,1353026000,59366.67982975736
811219,Other electronic and precision equipment repair and maintenance,3157,36905,3074037000,83295.94905839318
811310,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,22433,209190,14585060000,69721.59281036379
811411,Home and garden equipment repair and maintenance,1704,4555,166665000,36589.462129527994
811412,Appliance repair and maintenance,5411,20111,918325000,45662.82134155437
811420,Reupholstery and furniture repair,3263,11225,444357000,39586.369710467705
811430,Footwear and leather goods repair,720,1749,59584000,34067.4671240709
811490,Other personal and household goods repair and maintenance,11007,39536,1696464000,42909.34844192635
812111,Barber shops,7363,28674,897934000,31315.268187207923
812112,Beauty salons,82964,386665,11751859000,30392.869796852574
812113,Nail salons,33802,145402,3676927000,25288.008418041016
812191,Diet and weight reducing centers,2513,13154,406007000,30865.66823779839
812199,Other personal care services,29936,169601,5012604000,29555.273848621175
812210,Funeral homes and funeral services,15375,110512,4617780000,41785.326480382224
812220,Cemeteries and crematories,5117,32643,1648997000,50516.09839781883
812310,Coin-operated laundries and drycleaners,10911,41070,1041859000,25367.884100316533
812320,Drycleaning and laundry services (except coin-operated),16394,92840,2555412000,27524.90305902628
812331,Linen supply,839,45959,1996084000,43431.841423877806
812332,Industrial launderers,1488,67652,3107366000,45931.62064683971
812910,Pet care (except veterinary) services,24267,158246,4296249000,27149.179126170646
812921,Photofinishing laboratories (except one-hour),357,4025,220296000,54731.92546583851
812922,One-hour photofinishing,98,288,9207000,31968.75
812930,Parking lots and garages,11944,121135,3591227000,29646.48532628885
812990,All other personal services,22597,77308,3163060000,40915.04113416464
813110,Religious organizations,185556,1538248,42293857000,27494.82333147841
813211,Grantmaking foundations,12726,107572,8873785000,82491.58703008218
813212,Voluntary health organizations,4239,59709,5196310000,87027.24882346045
813219,Other grantmaking and giving services,4907,40437,2489661000,61568.88493211663
813311,Human rights organizations,4109,48806,3270105000,67002.11039626275
813312,"Environment, conservation and wildlife organizations",8304,87418,4918804000,56267.63366812327
813319,Other social advocacy organizations,7842,67923,4572613000,67320.5394343595
813410,Civic and social organizations,24832,203796,6215150000,30496.918487114566
813910,Business associations,15043,104462,10126189000,96936.57980892573
813920,Professional organizations,6590,87059,8515440000,97812.2882183347
813930,Labor unions and similar labor organizations,12763,131583,6566791000,49906.074492905616
813940,Political organizations,2686,15012,984621000,65588.92885691447
813990,"Other similar organizations (except business, professional, labor, and political organizations)",18431,133757,7320405000,54729.13567140411
